ModelGeneID	5h-HUVEC.uninfected.sc.rep1	5h-HUVEC.uninfected.sc.rep2	5h-HUVEC.infected-Candida.SC5314.rep1	5h-HUVEC.infected-Candida.SC5314.rep2
59272.1	0.0215	0.0765	0.0344	0.0000
2875.1	0.2369	0.4358	0.1798	0.0000
84706.1	2.4830	2.8256	2.8292	0.9495
92745.1	1.7842	0.1477	4.2765	1.8446
10991.1	0.3185	0.0349	0.8516	0.0000
284273.2	1.7069	3.2524	1.2428	0.6724
284273.1	1.7069	3.2524	1.2428	0.6724
10327.1	28.6698	34.0466	23.4296	8.7867
10327.2	28.6698	34.0466	23.4296	8.7867
216.1	227.8112	252.6618	151.3895	160.9393
8854.2	2.3453	3.7717	2.7957	1.2404
501.1	2.4718	4.4092	2.4252	0.3571
8854.1	2.3453	3.7717	2.7957	1.2404
223.1	11.1622	13.0284	10.3103	2.5699
224.1	4.3126	5.4382	2.7980	0.1274
8854.3	2.3453	3.7717	2.7957	1.2404
219.1	7.9555	7.5808	4.9963	4.2933
217.1	29.7756	40.9425	34.3294	8.8218
239.1	1.9002	1.3302	1.2917	0.7338
247.1	1.8921	0.0178	4.7912	2.6264
246.1	0.2537	0.0000	0.5824	0.0000
240.1	0.1073	0.0826	0.1449	0.0000
8574.1	13.7073	23.6023	12.5981	2.9256
231.1	23.2794	26.7335	20.4962	5.0950
23600.1	0.1132	0.2005	0.1304	0.0000
23600.2	0.1132	0.2005	0.1304	0.0000
115286.3	1.7175	2.3886	2.1565	0.9844
115286.2	1.7175	2.3886	2.1565	0.9844
115286.1	1.7175	2.3886	2.1565	0.9844
271.2	6.0848	8.3623	10.9418	4.8633
270.1	0.0422	0.0000	0.0542	0.0000
271.1	6.0848	8.3623	10.9418	4.8633
272.1	0.1829	0.1349	0.2520	0.0000
271.3	6.0848	8.3623	10.9418	4.8633
290.1	69.3963	73.9996	63.7203	20.6054
280.1	0.1771	0.4604	0.2887	0.1830
278.1	0.0258	0.0142	0.0552	0.0000
276.1	0.0000	0.0000	0.0000	0.0000
277.1	0.0000	0.0000	0.0000	0.0000
6519.1	0.1385	0.0141	0.2686	0.0000
11136.1	0.2758	0.0623	0.7807	0.0000
276.2	0.0000	0.0000	0.0000	0.0000
279.1	0.0000	0.0203	0.0000	0.0000
10998.1	0.5223	0.3885	0.8141	0.6151
113451.1	0.4239	0.3275	0.7144	0.5435
9057.1	5.6712	6.2956	6.0504	1.9154
384.1	3.3799	5.8872	4.0993	1.3610
445.1	9.5235	8.8600	15.1561	1.1689
445.2	9.5235	8.8600	15.1561	1.1689
83884.1	0.0000	0.0000	0.0000	0.0000
10166.1	3.9903	3.7300	2.6243	0.0000
410.1	8.6999	11.4248	8.1443	4.8636
427.1	1.9391	3.6124	1.9892	1.0859
427.2	1.9391	3.6124	1.9892	1.0859
9962.2	8.9804	8.5850	7.6680	2.4814
9963.1	0.8812	0.5240	1.6739	0.0000
9962.1	8.9804	8.5850	7.6680	2.4814
9963.2	0.8812	0.5240	1.6739	0.0000
80150.1	3.0773	4.3010	3.1438	0.2990
440.1	6.8463	13.2254	5.1982	1.4158
440.3	6.8463	13.2254	5.1982	1.4158
440.2	6.8463	13.2254	5.1982	1.4158
790.1	14.3084	18.9509	8.0887	1.6281
6511.1	0.3829	0.0000	0.6364	0.1793
6505.1	1.3646	2.7499	1.5214	0.0000
6507.1	0.0000	0.0147	0.0288	0.0000
6506.1	0.0137	0.0000	0.0329	0.0000
6512.1	0.1363	0.0142	0.3750	0.0000
50617.1	0.2559	0.1374	0.2904	0.3399
533.1	17.7209	23.8392	12.8473	10.3952
527.1	0.6379	0.5159	0.7258	1.4136
8992.1	104.7861	81.6276	80.6987	15.5449
245972.1	0.0420	0.0000	0.1048	0.0000
9114.1	14.1895	11.3889	11.7849	3.9071
535.1	2.6322	4.3241	1.8589	0.9012
50617.3	0.2559	0.1374	0.2904	0.3399
10312.1	27.5259	28.3139	28.6730	10.4463
50617.2	0.2559	0.1374	0.2904	0.3399
23545.1	2.0145	2.7977	1.9231	0.2796
10312.2	27.5259	28.3139	28.6730	10.4463
51382.1	11.2726	12.5815	8.4365	6.0639
9296.1	48.9082	76.5590	52.5924	36.1472
529.1	26.5394	23.2595	23.0744	8.5377
245973.1	0.3929	0.5698	0.3389	0.0000
523.1	19.4911	22.2381	14.6054	7.4305
51606.1	8.6820	8.5428	6.1873	2.1551
9550.1	57.0575	83.1769	55.0323	45.6003
526.1	10.6073	12.1314	7.3208	5.5787
127124.1	0.0000	0.0000	0.0619	0.0000
525.1	1.6197	0.0755	3.4475	0.3101
90423.1	0.4067	0.2507	0.4179	0.0000
51606.2	8.6820	8.5428	6.1873	2.1551
51606.3	8.6820	8.5428	6.1873	2.1551
534.2	0.2355	0.2474	0.2518	0.0000
528.2	10.0656	10.6436	7.8004	5.2962
534.1	0.2355	0.2474	0.2518	0.0000
528.1	10.0656	10.6436	7.8004	5.2962
127124.2	0.0000	0.0000	0.0619	0.0000
954.1	0.2560	0.0380	0.0513	0.0000
954.2	0.2560	0.0380	0.0513	0.0000
953.1	0.8274	2.2209	0.9359	0.4512
956.1	0.0876	0.0114	0.0402	0.0000
955.1	6.7418	6.2680	6.4871	1.9562
957.1	1.6581	1.7068	1.0071	0.6341
377841.1	0.4011	0.2470	0.8579	0.0000
291.1	3.3831	3.9384	3.1066	1.5852
293.1	301.3250	186.9494	385.4841	136.3557
292.1	131.8584	147.9922	130.7187	42.2317
4126.1	1.1135	1.7529	1.1908	0.1300
8706.4	1.0424	3.3571	0.9694	1.4423
8706.1	1.0424	3.3571	0.9694	1.4423
8706.3	1.0424	3.3571	0.9694	1.4423
8706.2	1.0424	3.3571	0.9694	1.4423
8705.1	0.6616	0.8562	0.4781	0.0000
10317.4	0.0647	0.0134	0.0661	0.0000
10317.1	0.0647	0.0134	0.0661	0.0000
10317.3	0.0647	0.0134	0.0661	0.0000
10317.2	0.0647	0.0134	0.0661	0.0000
10317.5	0.0647	0.0134	0.0661	0.0000
84002.1	1.3663	1.8982	0.9963	1.3476
570.1	0.0062	0.0363	0.0399	0.0000
3141.1	2.2295	1.5429	1.9989	0.4171
140679.1	0.0164	0.0000	0.0000	0.0000
8424.1	0.0171	0.0000	0.0366	0.0000
53630.1	0.2732	0.0158	0.6305	0.1872
622.2	0.1548	0.3844	0.2027	0.0000
622.3	0.1548	0.3844	0.2027	0.0000
622.1	0.1548	0.3844	0.2027	0.0000
23743.1	0.1192	0.1669	0.2265	0.0862
635.1	0.0658	0.0044	0.2177	0.0000
10599.1	0.0000	0.0000	0.0202	0.0000
1244.1	0.4022	0.6325	0.2964	0.0000
8714.1	1.3277	0.7375	1.9120	0.0856
28234.1	0.0000	0.0000	0.0000	0.0000
645.1	17.1419	21.6723	17.1018	3.9529
644.1	10.5954	16.6195	11.1090	4.2166
9488.1	1.2800	2.9850	1.0316	1.6906
10380.1	7.0370	7.5208	4.9208	4.3165
686.1	3.5940	5.1319	3.0166	0.2961
8884.1	7.5560	8.6011	4.5971	2.1524
80704.1	0.2411	0.0101	0.4481	0.4631
51733.1	0.3504	0.0193	0.6964	1.0900
7108.1	1.4215	2.2387	1.4278	0.7242
50814.1	13.3072	15.4671	10.3833	2.6104
3295.1	7.2524	12.1932	6.2182	3.8315
6307.1	5.6228	10.9173	3.9103	2.1810
492.1	0.1594	0.0419	0.1674	0.1456
491.1	0.0870	0.0174	0.1551	0.0000
490.1	7.2956	7.3801	5.2682	3.1199
493.1	7.5319	18.3454	11.8048	2.8492
847.1	9.0686	13.9117	9.1402	1.6387
6547.6	0.0274	0.0018	0.1014	0.0000
6547.4	0.0274	0.0018	0.1014	0.0000
6547.2	0.0274	0.0018	0.1014	0.0000
6546.1	0.1941	0.2859	0.2035	0.0625
6547.1	0.0274	0.0018	0.1014	0.0000
6547.5	0.0274	0.0018	0.1014	0.0000
6543.1	0.2203	0.0111	0.5849	0.0000
6547.3	0.0274	0.0018	0.1014	0.0000
166785.1	0.5213	1.0239	0.2758	0.0714
2538.1	0.3834	0.0000	0.8885	0.0000
57818.1	0.0067	0.0000	0.0144	0.0000
92579.1	23.6926	22.0697	15.8003	2.5308
1373.1	0.0787	0.1430	0.1078	0.0000
1373.2	0.0787	0.1430	0.1078	0.0000
873.1	5.1928	8.9558	4.2112	2.9102
10423.1	17.3007	14.4391	17.0056	4.9485
10423.2	17.3007	14.4391	17.0056	4.9485
1040.1	0.0236	0.0000	0.0202	0.0000
8760.1	7.7238	6.0280	5.5310	2.2136
10390.1	1.3470	3.2285	1.1193	0.7823
56994.1	1.3893	1.7734	1.7109	1.0505
64781.1	32.4102	23.3008	35.7116	11.2181
64781.2	32.4102	23.3008	35.7116	11.2181
10087.1	3.8218	4.4925	2.7716	1.2613
6565.1	0.0475	0.1351	0.0145	0.0000
9023.1	0.6122	0.1416	0.2138	0.6506
1103.4	0.0211	0.0000	0.0301	0.0000
1103.2	0.0211	0.0000	0.0301	0.0000
1103.3	0.0211	0.0000	0.0301	0.0000
1103.1	0.0211	0.0000	0.0301	0.0000
162466.1	0.5942	0.2496	1.4797	0.6928
5130.1	9.1484	10.3111	5.7208	3.6436
9468.1	0.0948	0.0568	0.2109	0.0000
6579.1	0.0110	0.0000	0.0313	0.0000
6554.1	0.2159	0.0827	0.3738	0.0000
6555.1	0.0167	0.0000	0.0238	0.0000
8714.3	1.3277	0.7375	1.9120	0.0856
8647.1	0.1881	0.0553	0.2099	0.0000
8714.2	1.3277	0.7375	1.9120	0.0856
55349.1	0.1548	0.0705	0.3717	0.2828
1120.2	0.3277	0.5275	0.1342	0.2723
1119.1	2.4068	4.1800	2.6961	0.9195
1120.1	0.3277	0.5275	0.1342	0.2723
1119.2	2.4068	4.1800	2.6961	0.9195
60482.1	0.0041	0.0000	0.0349	0.0000
6582.1	0.0717	0.0000	0.1533	0.1778
6584.1	0.4233	0.4172	0.5144	0.1072
6582.2	0.0717	0.0000	0.1533	0.1778
6820.1	0.9479	0.0000	2.2032	0.3887
10948.1	7.7111	9.6728	8.9411	2.4447
19.1	1.6461	3.5951	3.5885	1.5222
27159.1	0.0318	0.0000	0.0681	0.0000
54682.1	7.8406	15.8213	6.1871	2.1884
1118.1	0.0191	0.0000	0.1457	0.0000
27159.2	0.0318	0.0000	0.0681	0.0000
9058.1	0.0522	0.0000	0.1257	0.4250
6576.1	28.4198	26.0791	28.2882	2.7476
1159.1	0.0728	0.0000	0.2077	0.0000
1160.1	0.0924	0.2448	0.1317	0.0000
548596.1	0.2933	0.0000	0.5107	0.0000
1152.1	0.8839	0.9173	0.9791	0.0000
1158.1	2.9492	0.0325	8.0756	0.1655
5172.1	0.1344	0.1991	0.2097	0.0000
65010.1	3.9199	5.9182	2.8491	0.4733
65010.3	3.9199	5.9182	2.8491	0.4733
65010.2	3.9199	5.9182	2.8491	0.4733
54675.1	3.6479	5.7519	3.2553	1.4299
10559.1	1.4895	3.9807	1.0620	0.0000
55907.1	15.1662	20.0673	12.9716	3.6691
8034.1	2.5363	3.6352	1.8160	1.9300
8824.1	3.6427	3.3516	3.0020	0.9239
51805.1	2.4271	4.6520	2.0395	0.0000
51004.1	0.8700	1.0819	0.9170	1.0260
51004.2	0.8700	1.0819	0.9170	1.0260
10229.1	5.7516	4.7557	4.2868	2.3296
9245.1	0.1887	0.0297	0.3966	0.6353
2650.1	2.2846	6.4302	1.9240	0.2122
51301.1	0.0341	0.0000	0.0892	0.0988
192134.1	0.8182	0.0000	1.9731	0.1044
6535.1	9.3212	6.4274	18.6922	4.3893
386757.1	0.0000	0.0000	0.0000	0.0000
1384.1	12.4510	8.2879	14.7971	4.3266
6583.1	2.4919	4.0900	3.0338	0.5101
1431.1	25.1467	25.9189	20.2120	7.9245
1431.2	25.1467	25.9189	20.2120	7.9245
54677.1	1.7853	7.0417	1.4840	0.1652
1384.2	12.4510	8.2879	14.7971	4.3266
1384.3	12.4510	8.2879	14.7971	4.3266
8140.1	3.7777	2.6058	6.1054	1.8494
23428.1	0.8333	0.6194	1.0604	0.3204
23428.2	0.8333	0.6194	1.0604	0.3204
1036.1	0.2791	0.6471	0.2882	0.0000
124935.1	3.3742	2.0202	3.8232	0.4654
23657.1	27.4406	17.9232	19.2831	7.1081
978.1	1.1593	1.3191	1.7779	1.7086
57379.1	0.1352	0.0000	0.3037	0.0000
7371.1	12.8577	13.3795	15.4517	4.1809
83549.1	10.1479	8.8560	9.0512	3.1626
51727.1	23.0308	32.0972	19.8433	12.8413
129607.1	0.5924	0.2040	0.3980	0.5737
9162.1	0.1246	0.0465	0.0782	0.0882
1607.1	0.0155	0.0000	0.0332	0.0000
8525.2	4.7177	4.4793	5.7765	1.4491
160851.1	0.7688	1.6769	1.5637	0.7721
1608.1	0.0652	0.0000	0.1601	0.0000
1607.2	0.0155	0.0000	0.0332	0.0000
8525.1	4.7177	4.4793	5.7765	1.4491
8527.1	4.0743	2.6916	4.3990	1.3472
1606.1	5.1241	6.8261	6.6512	1.1544
160851.2	0.7688	1.6769	1.5637	0.7721
8526.1	0.9999	2.0471	1.0344	0.8027
8525.3	4.7177	4.4793	5.7765	1.4491
8527.2	4.0743	2.6916	4.3990	1.3472
1609.1	7.1467	7.2228	7.0644	3.8539
1610.1	0.3201	0.0000	0.9631	0.0000
2745.1	3.3887	3.9310	3.1846	1.6434
51022.2	5.3510	8.1730	4.6477	3.8000
51022.1	5.3510	8.1730	4.6477	3.8000
8528.2	0.0198	0.0145	0.1058	0.0000
8528.1	0.0198	0.0145	0.1058	0.0000
1632.1	5.5688	6.6133	4.7646	1.6959
10455.1	7.8983	11.8551	6.5629	1.9165
1633.1	3.1853	6.7302	2.7365	0.7648
1638.1	0.0251	0.0000	0.0239	0.0000
6319.1	25.3337	24.5122	23.7961	5.7792
9415.1	8.4381	4.3040	7.4819	0.7213
3992.1	6.6629	5.3425	5.6550	1.1527
8694.1	6.6949	8.1349	7.6564	2.0579
84649.1	0.1119	0.1363	0.1995	0.0000
1716.5	12.6237	24.5093	11.8288	7.7275
1716.1	12.6237	24.5093	11.8288	7.7275
1716.4	12.6237	24.5093	11.8288	7.7275
1716.2	12.6237	24.5093	11.8288	7.7275
1716.3	12.6237	24.5093	11.8288	7.7275
6515.1	4.9213	6.6326	81.0897	9.3949
6513.1	19.4368	17.0223	97.3366	9.6450
6517.1	0.2499	0.0247	0.6236	0.2033
1718.1	19.0961	11.9142	8.3855	3.3553
1581.1	0.0071	0.0496	0.0000	0.0000
1717.1	13.5901	12.2349	9.6499	2.7687
8560.1	36.6499	53.5368	29.3079	13.8479
8560.2	36.6499	53.5368	29.3079	13.8479
123099.1	0.0707	0.0207	0.2320	0.0000
11309.1	0.1404	0.0275	0.2568	0.0265
6783.1	30.7727	38.2636	21.2954	7.2605
1723.1	1.0561	1.5451	1.0286	0.4755
1807.1	0.0221	0.0000	0.0826	0.0000
1809.1	86.5391	49.1247	69.2549	17.3405
1808.1	15.0839	14.7950	14.7456	3.3054
23539.1	0.1817	0.3145	0.2045	0.7469
2224.1	17.1999	24.2354	13.7539	3.8354
29958.1	0.0802	0.0703	0.1115	0.0000
60386.1	1.7977	2.3635	2.0109	0.8270
84920.1	0.2688	0.8069	0.1642	0.0000
79087.1	2.2520	2.3197	2.1559	0.3076
26002.1	0.0119	0.0000	0.0170	0.0000
1621.1	0.2896	0.0223	0.6846	0.0000
7299.1	0.0279	0.0230	0.0000	0.0000
6530.1	0.0154	0.0000	0.1155	0.0000
6531.1	0.2557	0.0425	0.7358	0.1816
6581.1	0.0126	0.0000	0.0404	0.0000
669.2	22.0343	16.8683	26.5821	23.8698
5223.1	18.3323	37.7387	28.5978	20.6101
5224.2	0.0000	0.0000	0.0000	0.0000
5224.1	0.0000	0.0000	0.0000	0.0000
669.1	22.0343	16.8683	26.5821	23.8698
4597.1	7.7387	7.1765	9.0644	2.0929
51071.1	9.1246	18.4675	7.6834	2.2178
