ModelGeneID	5h-OKF6.uninfected.sc.rep1	5h-OKF6.uninfected.sc.rep2	5h-OKF6.infected-Candida.SC5314.rep1	5h-OKF6.infected-Candida.SC5314.rep2
64902.1	0.1433	0.0000	0.2332	0.0000
64850.1	0.2268	0.0000	0.1838	0.0000
189.1	1.0735	0.0123	1.8604	0.0139
3073.1	1.4285	0.9075	1.6596	1.3218
3074.1	27.5496	36.4097	23.3702	41.2296
10606.1	32.5619	44.7285	30.4343	35.4637
8402.1	15.6501	13.8386	12.8186	7.9945
1468.1	1.7577	0.6879	2.0273	0.3704
64849.1	1.8064	1.1317	1.4148	0.8733
64849.2	1.8064	1.1317	1.4148	0.8733
1645.1	6.5113	5.5579	4.3700	7.2881
1109.1	0.0672	0.2641	0.0850	0.3130
6718.1	0.1498	0.0059	0.2279	0.0000
6510.1	85.1107	63.0589	46.0675	50.3248
6509.1	2.3663	2.0645	1.3127	1.6372
56301.1	1.0424	0.0020	1.3943	0.0000
6520.1	194.6627	295.6131	138.6811	352.5013
212.1	0.1206	0.0057	0.0000	0.0387
23464.1	2.6299	2.0843	2.7059	1.5119
211.2	17.7191	19.9588	13.2343	18.6845
211.1	17.7191	19.9588	13.2343	18.6845
54407.1	62.2436	99.7815	103.2005	524.4868
6542.1	0.3939	0.6634	0.2812	0.5984
11254.1	2.1352	7.0571	2.4471	7.5265
6541.1	22.3737	31.9544	16.6495	32.5409
81539.1	41.6073	61.8519	38.4061	77.8003
55089.1	0.0435	0.0661	0.0654	0.1046
84889.1	0.0682	0.0000	0.1915	0.0000
340024.1	0.0780	0.0000	0.1542	0.0000
57393.1	0.5056	0.4091	0.7559	0.5629
59272.1	0.0197	0.0667	0.0138	0.1105
2875.1	0.1401	0.1282	0.2164	0.1799
84706.1	2.3533	1.7955	2.4064	2.2073
92745.1	81.0047	73.4385	63.8916	71.3323
10991.1	0.5059	0.0200	0.8609	0.0104
284273.2	3.2340	3.1190	3.9218	2.1119
284273.1	3.2340	3.1190	3.9218	2.1119
10327.1	19.7496	14.4691	13.7591	9.5038
10327.2	19.7496	14.4691	13.7591	9.5038
216.1	0.0813	0.0428	0.1332	0.0218
8854.2	0.2686	0.1187	0.3207	0.1557
501.1	10.7958	11.5420	9.7598	10.6521
8854.1	0.2686	0.1187	0.3207	0.1557
223.1	23.1923	24.0728	19.3409	14.5925
224.1	18.3985	18.2690	12.4865	8.2757
8854.3	0.2686	0.1187	0.3207	0.1557
219.1	20.5236	21.1275	14.4658	7.2288
217.1	3.6428	2.7739	4.9087	3.6451
239.1	1.2986	0.9337	0.9534	0.3948
247.1	3.6718	0.2796	5.6226	0.4161
246.1	0.2873	0.0215	0.4460	0.0061
240.1	0.0552	0.0016	0.1599	0.0000
8574.1	14.2626	12.6059	12.7863	8.3504
231.1	24.4706	21.6527	22.3102	17.8338
23600.1	0.1224	0.1372	0.1457	0.0384
23600.2	0.1224	0.1372	0.1457	0.0384
115286.3	2.1997	2.4051	2.1503	1.9949
115286.2	2.1997	2.4051	2.1503	1.9949
115286.1	2.1997	2.4051	2.1503	1.9949
271.2	7.5591	5.4678	7.5096	4.4653
270.1	0.0516	0.0195	0.0434	0.0000
271.1	7.5591	5.4678	7.5096	4.4653
272.1	3.6182	4.6455	9.8814	15.1336
271.3	7.5591	5.4678	7.5096	4.4653
290.1	1.0461	0.9816	1.9257	0.4325
280.1	0.6493	0.6188	0.8107	0.6149
278.1	0.0315	0.3993	0.0997	0.1898
276.1	0.0000	0.0000	0.0000	0.0000
277.1	0.0000	0.0026	0.0232	0.0000
6519.1	0.1731	0.0149	0.2984	0.0000
11136.1	0.4955	0.0070	0.8142	0.0318
276.2	0.0000	0.0000	0.0000	0.0000
279.1	0.0407	0.0128	0.0286	0.0435
10998.1	0.7408	0.3727	0.9594	0.2497
113451.1	0.7298	0.2229	0.8019	0.0598
9057.1	4.6365	5.8694	3.4013	4.2601
384.1	1.6391	2.2898	4.0138	8.8414
445.1	2.8858	2.0010	2.6132	2.2823
445.2	2.8858	2.0010	2.6132	2.2823
83884.1	0.0182	0.0043	0.0000	0.0000
10166.1	4.3991	6.2070	2.4793	1.3830
410.1	13.1578	17.0637	10.5962	13.5473
427.1	21.4308	25.6311	18.9464	22.1482
427.2	21.4308	25.6311	18.9464	22.1482
9962.2	9.8596	7.0368	7.4891	4.1861
9963.1	1.4383	0.1769	2.4376	0.7029
9962.1	9.8596	7.0368	7.4891	4.1861
9963.2	1.4383	0.1769	2.4376	0.7029
80150.1	0.2694	0.0359	0.3192	0.0000
440.1	2.1317	2.2108	2.0203	6.5977
440.3	2.1317	2.2108	2.0203	6.5977
440.2	2.1317	2.2108	2.0203	6.5977
790.1	27.8785	29.1217	16.8158	12.4640
6511.1	0.6698	0.0016	1.0566	0.0000
6505.1	0.0708	0.0152	0.0814	0.0155
6507.1	6.8849	7.9478	4.7340	5.3840
6506.1	0.0209	0.0015	0.0396	0.0000
6512.1	0.2190	0.0000	0.3911	0.0000
50617.1	0.3126	0.0121	0.4570	0.0051
533.1	40.5229	37.3657	26.0287	38.2786
527.1	1.1442	0.5494	1.2926	0.6521
8992.1	63.3973	56.3307	71.8591	50.2836
245972.1	0.0599	0.0061	0.1441	0.0274
9114.1	10.6242	8.3398	9.6727	6.1549
535.1	4.7173	5.7779	3.7813	5.4397
50617.3	0.3126	0.0121	0.4570	0.0051
10312.1	24.0221	22.0754	18.1311	16.0571
50617.2	0.3126	0.0121	0.4570	0.0051
23545.1	2.2851	2.8753	1.7614	1.7332
10312.2	24.0221	22.0754	18.1311	16.0571
51382.1	9.6322	16.2539	11.1858	17.3660
9296.1	30.3356	28.3934	40.4074	38.0387
529.1	17.6757	15.8607	20.5267	19.6588
245973.1	0.5884	0.9455	0.6362	0.6960
523.1	8.6490	11.3662	6.5001	8.4917
51606.1	13.2322	14.0342	11.8666	13.7366
9550.1	54.5295	72.9650	83.1790	82.4957
526.1	8.4229	9.9032	7.6516	10.0609
127124.1	0.0000	0.0000	0.0000	0.0000
525.1	2.4737	0.0138	3.7196	0.1324
90423.1	0.4677	0.3770	0.7184	0.1290
51606.2	13.2322	14.0342	11.8666	13.7366
51606.3	13.2322	14.0342	11.8666	13.7366
534.2	0.0719	0.0794	0.1768	0.0192
528.2	6.7255	7.6639	6.5609	7.9149
534.1	0.0719	0.0794	0.1768	0.0192
528.1	6.7255	7.6639	6.5609	7.9149
127124.2	0.0000	0.0000	0.0000	0.0000
954.1	18.5521	6.8589	17.1742	9.6963
954.2	18.5521	6.8589	17.1742	9.6963
953.1	0.9810	1.5458	0.6765	0.4503
956.1	2.8069	3.0536	2.7070	4.0513
955.1	19.3590	11.1699	18.2803	11.6636
957.1	2.3036	3.0452	1.7083	1.5006
377841.1	0.2722	0.0064	0.3824	0.0000
291.1	4.3301	3.5094	3.9176	2.6480
293.1	130.5370	96.0333	87.1179	57.9960
292.1	296.9973	288.6528	202.8193	210.2877
4126.1	2.9284	3.1541	2.8919	3.5450
8706.4	0.6706	1.0571	0.5444	0.8592
8706.1	0.6706	1.0571	0.5444	0.8592
8706.3	0.6706	1.0571	0.5444	0.8592
8706.2	0.6706	1.0571	0.5444	0.8592
8705.1	0.5462	0.3697	0.4833	0.1403
10317.4	0.0144	0.0026	0.0417	0.0000
10317.1	0.0144	0.0026	0.0417	0.0000
10317.3	0.0144	0.0026	0.0417	0.0000
10317.2	0.0144	0.0026	0.0417	0.0000
10317.5	0.0144	0.0026	0.0417	0.0000
84002.1	7.9454	10.2902	13.9147	33.5920
570.1	0.0228	0.0324	0.0320	0.0122
3141.1	2.4011	2.2274	2.5155	1.2044
140679.1	0.0600	0.0000	0.0211	0.0000
8424.1	0.0940	0.0742	0.0440	0.0838
53630.1	0.5182	0.0021	0.6292	0.0000
622.2	2.9142	3.0521	2.2785	1.9853
622.3	2.9142	3.0521	2.2785	1.9853
622.1	2.9142	3.0521	2.2785	1.9853
23743.1	0.0566	0.0000	0.1022	0.0130
635.1	0.0878	0.0000	0.2311	0.0293
10599.1	0.0000	0.0027	0.0000	0.0000
1244.1	0.8631	1.1640	0.6351	1.0971
8714.1	11.6662	4.9132	8.5441	2.9391
28234.1	0.0073	0.0052	0.0459	0.0000
645.1	22.2585	18.8947	24.9119	21.1270
644.1	16.4933	13.2522	15.1256	12.1143
9488.1	1.4109	2.8604	1.3131	2.2147
10380.1	8.4575	11.1214	7.5591	8.8714
686.1	3.7034	2.4864	3.4400	2.7883
8884.1	14.1261	15.0296	7.3989	5.4973
80704.1	0.3091	0.0057	0.6003	0.0000
51733.1	0.5266	0.0063	0.8780	0.0122
7108.1	3.5946	2.6773	2.1478	1.8546
50814.1	43.6718	43.6923	27.8435	37.6996
3295.1	7.8138	10.0529	7.1538	8.0529
6307.1	56.6876	128.0020	53.2077	197.8208
492.1	0.0342	0.0000	0.0504	0.0000
491.1	0.1671	0.0024	0.2347	0.0000
490.1	7.2522	11.2541	9.2128	13.2293
493.1	17.2352	27.8888	23.8109	47.4775
847.1	11.4725	9.2319	11.7285	7.8685
6547.6	0.0335	0.0022	0.1027	0.0000
6547.4	0.0335	0.0022	0.1027	0.0000
6547.2	0.0335	0.0022	0.1027	0.0000
6546.1	0.4168	0.2223	0.4032	0.0528
6547.1	0.0335	0.0022	0.1027	0.0000
6547.5	0.0335	0.0022	0.1027	0.0000
6543.1	0.3944	0.0231	0.4986	0.0112
6547.3	0.0335	0.0022	0.1027	0.0000
166785.1	0.5699	0.8807	0.5933	0.1695
2538.1	0.4997	0.0074	0.9870	0.0000
57818.1	0.0082	0.0000	0.0000	0.0000
92579.1	22.0492	15.3337	16.7152	15.1002
1373.1	3.5731	4.6761	3.0578	3.7894
1373.2	3.5731	4.6761	3.0578	3.7894
873.1	22.3749	23.9162	19.0766	16.1788
10423.1	10.8209	8.6427	8.3654	6.8024
10423.2	10.8209	8.6427	8.3654	6.8024
1040.1	6.6923	10.4273	6.5390	14.3862
8760.1	7.5588	5.1732	7.3628	6.0197
10390.1	3.1754	6.5007	3.2675	6.1675
56994.1	0.1457	0.6320	0.1445	0.3888
64781.1	5.9259	5.2719	4.6117	1.9995
64781.2	5.9259	5.2719	4.6117	1.9995
10087.1	2.7402	3.9871	3.8528	6.0539
6565.1	1.4671	2.7669	1.3359	2.4447
9023.1	0.0763	0.0108	0.4824	0.4165
1103.4	0.0258	0.0020	0.0905	0.0000
1103.2	0.0258	0.0020	0.0905	0.0000
1103.3	0.0258	0.0020	0.0905	0.0000
1103.1	0.0258	0.0020	0.0905	0.0000
162466.1	0.6502	0.0077	0.6621	0.0000
5130.1	7.4680	9.8617	8.6991	9.3103
9468.1	0.0695	0.0099	0.1269	0.0000
6579.1	0.0045	0.0000	0.0094	0.0000
6554.1	0.2010	0.0713	0.5292	0.0706
6555.1	0.0136	0.0258	0.0287	0.0164
8714.3	11.6662	4.9132	8.5441	2.9391
8647.1	0.1499	0.0757	0.0947	0.0160
8714.2	11.6662	4.9132	8.5441	2.9391
55349.1	0.1825	0.0071	0.2656	0.0027
1120.2	0.7241	0.5182	0.8435	0.8000
1119.1	0.8099	1.0652	0.5314	0.7512
1120.1	0.7241	0.5182	0.8435	0.8000
1119.2	0.8099	1.0652	0.5314	0.7512
60482.1	0.0050	0.0000	0.0420	0.0000
6582.1	0.1251	0.0000	0.2109	0.0000
6584.1	1.4007	1.4751	0.8395	0.8690
6582.2	0.1251	0.0000	0.2109	0.0000
6820.1	5.2804	18.1648	6.2828	14.3242
10948.1	8.8531	7.9029	6.8406	4.9718
19.1	3.5781	2.9129	5.9857	2.9901
27159.1	0.0222	0.0000	0.0585	0.0000
54682.1	2.8753	3.0480	2.3166	2.2836
1118.1	0.1332	0.0142	0.1894	0.0240
27159.2	0.0222	0.0000	0.0585	0.0000
9058.1	0.1037	0.0038	0.2017	0.0000
6576.1	34.8349	32.1430	28.5845	18.1426
1159.1	14.5370	12.4715	13.8128	14.3518
1160.1	0.2540	0.0735	0.1585	0.0000
548596.1	15.4935	11.6966	14.6963	12.6823
1152.1	3.1628	4.9430	3.4738	5.5412
1158.1	5.4983	0.1434	7.5260	0.0249
5172.1	0.2884	0.1974	0.2057	0.2208
65010.1	15.0307	11.7097	11.3153	8.1060
65010.3	15.0307	11.7097	11.3153	8.1060
65010.2	15.0307	11.7097	11.3153	8.1060
54675.1	6.9685	7.0426	6.1288	4.6042
10559.1	1.3165	2.2390	1.1692	3.0351
55907.1	17.5614	23.6906	18.4316	20.8705
8034.1	2.7828	3.3576	2.5809	2.4211
8824.1	5.5105	9.0959	4.2925	3.9046
51805.1	6.6194	8.1338	5.9501	4.8310
51004.1	1.0284	0.7092	0.8682	0.5688
51004.2	1.0284	0.7092	0.8682	0.5688
10229.1	4.4414	3.2953	5.6984	2.7474
9245.1	0.4293	0.0527	0.5108	0.0734
2650.1	1.4813	1.4334	1.4849	0.8949
51301.1	0.3707	1.1372	0.2929	0.8331
192134.1	0.9115	0.0093	1.8789	0.0000
6535.1	17.7786	12.5751	49.7034	38.7452
386757.1	0.0057	0.0000	0.0000	0.0000
1384.1	5.4004	2.1734	5.1896	1.2003
6583.1	2.4319	1.8740	1.6137	1.2295
1431.1	24.7233	23.3723	19.8942	16.5645
1431.2	24.7233	23.3723	19.8942	16.5645
54677.1	4.2799	5.3447	2.6353	3.1197
1384.2	5.4004	2.1734	5.1896	1.2003
1384.3	5.4004	2.1734	5.1896	1.2003
8140.1	319.3584	422.2657	124.5176	233.5583
23428.1	0.8721	0.9069	0.8779	0.9412
23428.2	0.8721	0.9069	0.8779	0.9412
1036.1	0.1293	0.1308	0.1238	0.0566
124935.1	2.0480	0.9034	2.2034	0.5044
23657.1	4.4241	10.2286	2.5915	10.2561
978.1	61.3877	42.4783	91.2114	42.7697
57379.1	0.2396	0.0000	0.3655	0.0000
7371.1	18.4032	20.0551	16.5325	16.0451
83549.1	10.3022	6.7571	7.8466	3.2274
51727.1	14.9571	28.2537	18.4213	27.4154
129607.1	0.2034	0.7546	0.2269	0.4849
9162.1	0.0265	0.0067	0.0593	0.0146
1607.1	0.0190	0.0000	0.0457	0.0000
8525.2	7.2101	5.5511	7.9015	3.6880
160851.1	1.9222	4.1678	3.1447	7.0145
1608.1	0.0891	0.0039	0.1432	0.0056
1607.2	0.0190	0.0000	0.0457	0.0000
8525.1	7.2101	5.5511	7.9015	3.6880
8527.1	3.2266	1.8283	2.7191	1.4777
1606.1	29.7196	25.6355	38.6574	38.8018
160851.2	1.9222	4.1678	3.1447	7.0145
8526.1	1.6101	2.1265	1.8994	2.0423
8525.3	7.2101	5.5511	7.9015	3.6880
8527.2	3.2266	1.8283	2.7191	1.4777
1609.1	6.1176	4.9292	5.7801	3.3258
1610.1	0.5899	0.0047	0.6144	0.0000
2745.1	1.5383	1.4937	3.8657	10.1501
51022.2	6.8551	13.0212	8.5149	12.0213
51022.1	6.8551	13.0212	8.5149	12.0213
8528.2	0.1208	0.1201	0.1018	0.0679
8528.1	0.1208	0.1201	0.1018	0.0679
1632.1	8.2366	10.5357	6.9074	7.4728
10455.1	2.1864	2.3212	2.4985	2.6750
1633.1	2.5601	5.9475	3.4444	4.3398
1638.1	0.0205	0.0000	0.0216	0.0000
6319.1	382.4452	412.9944	248.1059	294.0629
9415.1	6.3886	4.0658	3.9389	2.7557
3992.1	10.9939	7.6288	6.6781	5.3305
8694.1	10.4976	10.9315	6.7595	8.0752
84649.1	0.9800	1.1442	0.7682	0.5200
1716.5	13.1246	15.2168	16.5082	13.4013
1716.1	13.1246	15.2168	16.5082	13.4013
1716.4	13.1246	15.2168	16.5082	13.4013
1716.2	13.1246	15.2168	16.5082	13.4013
1716.3	13.1246	15.2168	16.5082	13.4013
6515.1	0.8775	0.7298	9.7806	77.0753
6513.1	139.9169	108.3078	324.2253	396.1819
6517.1	0.3053	0.0226	0.7639	0.0204
1718.1	131.3219	150.3454	58.2643	78.0004
1581.1	0.0000	0.0000	0.0000	0.0000
1717.1	71.7339	73.2170	36.8983	68.6451
8560.1	36.5937	56.2883	32.9201	61.2522
8560.2	36.5937	56.2883	32.9201	61.2522
123099.1	0.0922	0.0027	0.3157	0.0185
11309.1	0.1542	0.0006	0.2305	0.0220
6783.1	0.0000	0.0185	0.0471	0.0897
1723.1	2.9191	2.7212	2.3032	0.8595
1807.1	0.0337	0.0016	0.0426	0.0216
1809.1	0.3233	1.6596	0.2800	0.6977
1808.1	8.0472	4.7340	9.8414	2.5658
23539.1	0.0467	0.0470	0.0492	0.0375
2224.1	29.0174	29.2865	23.7413	32.7389
29958.1	0.1127	0.0070	0.2064	0.0000
60386.1	2.6233	3.3981	1.9294	1.2396
84920.1	0.3401	1.2587	0.4447	0.9648
79087.1	2.5400	2.0755	1.6519	1.0772
26002.1	0.3404	0.5132	0.1844	0.5151
1621.1	0.5773	0.0198	0.7258	0.0000
7299.1	0.0597	0.0000	0.0719	0.0000
6530.1	0.0141	0.0134	0.0794	0.0000
6531.1	0.3010	0.0013	0.3590	0.0182
6581.1	0.1384	0.1146	0.0810	0.1913
669.2	2.5442	3.0563	2.1782	1.4562
5223.1	25.2052	43.1345	37.4135	50.6175
5224.2	0.0000	0.0000	0.0000	0.0000
5224.1	0.0000	0.0000	0.0000	0.0000
669.1	2.5442	3.0563	2.1782	1.4562
4597.1	15.3152	14.0413	13.4142	8.2412
51071.1	7.8367	12.2182	8.9795	8.7881
